id,experience,modality,noise reduction,segmentation,normalization,filteringyn,segmentation_type,normalizationyn
147,Right Hand Vertical Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Right Hand Horizontal Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Right Hand Dorsal-Ventral Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Left Hand Vertical Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Left Hand Horizontal Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Left Hand Dorsal-Ventral Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Left Carotid Vertical Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Left Carotid Horizontal Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Left Carotid Dorsal-Ventral Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Heart Vertical Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Heart Horizontal Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Heart Dorsal-Ventral Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Sternum Vertical Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Sternum Horizontal Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Sternum Dorsal-Ventral Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Right Hand Vertical Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Right Hand Horizontal Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Right Hand Dorsal-Ventral Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Left Hand Vertical Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Left Hand Horizontal Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Left Hand Dorsal-Ventral Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Left Carotid Vertical Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Left Carotid Horizontal Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Left Carotid Dorsal-Ventral Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Heart Vertical Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Heart Horizontal Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Heart Dorsal-Ventral Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Sternum Vertical Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Sternum Horizontal Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
147,Sternum Dorsal-Ventral Resilient Post-Exercise,SCG,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise; removal of motion artifacts by averaging 5 consecutive data samples, common average referencing (CAR), data smoothing  via interpolation with spline cubic curves at 750Hz",1-second windows centered on each detected heartbeat peak,"normalised, no further details",yes,window,yes
189,NN-FF intraday,EDA,noise removal and reducing the dimensionality of the signal,3 second intervals,"normalised, no further details",yes,window,yes
189,NN-FF 2,EDA,noise removal and reducing the dimensionality of the signal,3 second intervals,"normalised, no further details",yes,window,yes
189,NN-FF 3,EDA,noise removal and reducing the dimensionality of the signal,3 second intervals,"normalised, no further details",yes,window,yes
189,NN-FF best score,EDA,noise removal and reducing the dimensionality of the signal,3 second intervals,"normalised, no further details",yes,window,yes
205,PPG,PPG,bandpass filter (0.67-45 Hz),2s windows,not described,yes,window,no
205,ECG,ECG,bandpass filter (0.67-45 Hz),2s windows,not described,yes,window,no
253,NA,ECG,"2-order Butterworth band-pass filter (2-40 Hz). Removal of initial and final half second of trace, reducing the trace length to 9 seconds","segmentation into heartbeats, start and finish at R peak",not described,yes,beat,no
278,S1 idle - S1 typing1 PPG,PPG,"band-pass Butterworth filter (order 4, 1-8 Hz), outlier removal",fixed window of 500ms (−100ms to +400ms) around each systolic peak,z-normalization,yes,window,yes
278,S1 idle - S1 touchpad PPG,PPG,"band-pass Butterworth filter (order 4, 1-8 Hz), outlier removal",fixed window of 500ms (−100ms to +400ms) around each systolic peak,z-normalization,yes,window,yes
278,S1 idle - S1 typing 2 PPG,PPG,"band-pass Butterworth filter (order 4, 1-8 Hz), outlier removal",fixed window of 500ms (−100ms to +400ms) around each systolic peak,z-normalization,yes,window,yes
278,S1 idle - S2 idle PPG,PPG,"band-pass Butterworth filter (order 4, 1-8 Hz), outlier removal",fixed window of 500ms (−100ms to +400ms) around each systolic peak,z-normalization,yes,window,yes
278,S1 idle - S1 typing1 ECG,ECG,"median filters (200 and 600 ms windows), low-pass finite impulse response filter of order 300 with a flat-top window, for removing powerline interference noise and high frequency components EMG noise. Cutoff frequencies 20 and 40 Hz tested, outlier removal","R-peaks detection (modified Engelse-Zeelenberg algorithm, fixed window of 600 ms (−200 ms to +400 ms) around each R-peak",z-normalization,yes,window,yes
278,S1 idle - S1 touchpad ECG,ECG,"median filters (200 and 600 ms windows), low-pass finite impulse response filter of order 300 with a flat-top window, for removing powerline interference noise and high frequency components EMG noise. Cutoff frequencies 20 and 40 Hz tested, outlier removal","R-peaks detection (modified Engelse-Zeelenberg algorithm, fixed window of 600 ms (−200 ms to +400 ms) around each R-peak",z-normalization,yes,window,yes
278,S1 idle - S1 typing 2 ECG,ECG,"median filters (200 and 600 ms windows), low-pass finite impulse response filter of order 300 with a flat-top window, for removing powerline interference noise and high frequency components EMG noise. Cutoff frequencies 20 and 40 Hz tested, outlier removal","R-peaks detection (modified Engelse-Zeelenberg algorithm, fixed window of 600 ms (−200 ms to +400 ms) around each R-peak",z-normalization,yes,window,yes
278,S1 idle - S2 idle ECG,ECG,"median filters (200 and 600 ms windows), low-pass finite impulse response filter of order 300 with a flat-top window, for removing powerline interference noise and high frequency components EMG noise. Cutoff frequencies 20 and 40 Hz tested, outlier removal","R-peaks detection (modified Engelse-Zeelenberg algorithm, fixed window of 600 ms (−200 ms to +400 ms) around each R-peak",z-normalization,yes,window,yes
298,static GBT,PPG,"Noise Reduction using Filtering,  Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,static 4 windows,PPG,"Noise Reduction using Filtering,  Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,static 6 windows,PPG,"Noise Reduction using Filtering,  Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,static 5min,PPG,"Noise Reduction using Filtering,  Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,static 1min,PPG,"Noise Reduction using Filtering,  Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,static SVM,PPG,"Noise Reduction using Filtering,  Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,static NN,PPG,"Noise Reduction using Filtering,  Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,static 25hz,PPG,"Downsampling to 25 Hz, Noise Reduction using Filtering,  Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,far-wrist MA removal,PPG,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,far-wrist  no MA removal,PPG,"Noise Reduction using Filtering, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,near-wrist MA removal,PPG,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,near-wrist  no MA removal,PPG,"Noise Reduction using Filtering, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,static 2h,PPG,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,static 3h,PPG,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,static adaptive 3h,PPG,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,VMD+FastICA 12s,PPG,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2, variational mode decomposition (VMD), Fast Independent component analysis (ICA) with 10 runs",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,CEEMDAN + FastICA 12s,PPG,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2, complete ensemble EMD with adaptive noise (CEEMDAN), Fast Independent component analysis (ICA) with 10 runs",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,VMD+FastICA 24s,PPG,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2, variational mode decomposition (VMD), Fast Independent component analysis (ICA) with 10 runs",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
298,CEEMDAN + FastICA 24s,PPG,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2, complete ensemble EMD with adaptive noise (CEEMDAN), Fast Independent component analysis (ICA) with 10 runs",segmentation into sections 2s longer than complete cardiac cycle,no,yes,beat,no
305,LR 30 EDA,EDA,SVM trained to remove artifacts in EDA (5% detection error),dividing the data into 50% overlapping segments (30s feature window),no,yes,window,no
305,MLP 30 EDA,EDA,SVM trained to remove artifacts in EDA (5% detection error),dividing the data into 50% overlapping segments (30s feature window),no,yes,window,no
305,RF 30 EDA,EDA,SVM trained to remove artifacts in EDA (5% detection error),dividing the data into 50% overlapping segments (30s feature window),no,yes,window,no
305,LR 60 EDA,EDA,SVM trained to remove artifacts in EDA (5% detection error),dividing the data into 50% overlapping segments (60s feature window),no,yes,window,no
305,MLP 60 EDA,EDA,SVM trained to remove artifacts in EDA (5% detection error),dividing the data into 50% overlapping segments (60s feature window),no,yes,window,no
305,RF 60 EDA,EDA,SVM trained to remove artifacts in EDA (5% detection error),dividing the data into 50% overlapping segments (60s feature window),no,yes,window,no
305,LR 120 EDA,EDA,SVM trained to remove artifacts in EDA (5% detection error),dividing the data into 50% overlapping segments (120s feature window),no,yes,window,no
305,MLP 120 EDA,EDA,SVM trained to remove artifacts in EDA (5% detection error),dividing the data into 50% overlapping segments (120s feature window),no,yes,window,no
305,RF 120 EDA,EDA,SVM trained to remove artifacts in EDA (5% detection error),dividing the data into 50% overlapping segments (120s feature window),no,yes,window,no
305,LR 30 HRV,PPG,Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.,dividing the data into 50% overlapping segments (30s feature window),no,yes,window,no
305,MLP 30 HRV,PPG,Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.,dividing the data into 50% overlapping segments (30s feature window),no,yes,window,no
305,RF 30 HRV,PPG,Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.,dividing the data into 50% overlapping segments (30s feature window),no,yes,window,no
305,LR 60 HRV,PPG,Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.,dividing the data into 50% overlapping segments (60s feature window),no,yes,window,no
305,MLP 60 HRV,PPG,Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.,dividing the data into 50% overlapping segments (60s feature window),no,yes,window,no
305,RF 60 HRV,PPG,Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.,dividing the data into 50% overlapping segments (60s feature window),no,yes,window,no
305,LR 120 HRV,PPG,Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.,dividing the data into 50% overlapping segments (120s feature window),no,yes,window,no
305,MLP 120 HRV,PPG,Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.,dividing the data into 50% overlapping segments (120s feature window),no,yes,window,no
305,RF 120 HRV,PPG,Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.,dividing the data into 50% overlapping segments (120s feature window),no,yes,window,no
305,LR 30 EDA-HRV,"EDA, PPG","SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.",dividing the data into 50% overlapping segments (30s feature window),no,yes,window,no
305,MLP 30 EDA-HRV,"EDA, PPG","SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.",dividing the data into 50% overlapping segments (30s feature window),no,yes,window,no
305,RF 30 EDA-HRV,"EDA, PPG","SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.",dividing the data into 50% overlapping segments (30s feature window),no,yes,window,no
305,LR 60 EDA-HRV,"EDA, PPG","SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.",dividing the data into 50% overlapping segments (60s feature window),no,yes,window,no
305,MLP 60 EDA-HRV,"EDA, PPG","SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.",dividing the data into 50% overlapping segments (60s feature window),no,yes,window,no
305,RF 60 EDA-HRV,"EDA, PPG","SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.",dividing the data into 50% overlapping segments (60s feature window),no,yes,window,no
305,LR 120 EDA-HRV,"EDA, PPG","SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.",dividing the data into 50% overlapping segments (120s feature window),no,yes,window,no
305,MLP 120 EDA-HRV,"EDA, PPG","SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.",dividing the data into 50% overlapping segments (120s feature window),no,yes,window,no
305,RF 120 EDA-HRV,"EDA, PPG","SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.",dividing the data into 50% overlapping segments (120s feature window),no,yes,window,no
330,Apple watch LR:ACC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch LR:MFCC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch LR:QRS,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch LDA:ACC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch LDA:MFCC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch LDA:QRS,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch SVM:ACC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch SVM:MFCC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch SVM:QRS,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch RBF-SVM:ACC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch RBF-SVM:MFCC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch RBF-SVM:QRS,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch KNN:ACC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch KNN:MFCC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch KNN:QRS,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch DT:ACC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch DT:MFCC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch DT:QRS,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch RF:ACC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch RF:MFCC,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
330,Apple watch RF:QRS,ECG,"FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)","segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles",no,yes,beat,no
401,S1 in-sample 30HB s80,PPG,"Remove PPG with large MA, 0.5-5hz bandpass filter,","waveform segmentation, padding waves to the same length (30 HB)",0-1 normalization,yes,none,yes
401,S1 out-of-sample 30HB s80,PPG,"Remove PPG with large MA, 0.5-5hz bandpass filter,","waveform segmentation, padding waves to the same length (30 HB",0-1 normalization,yes,none,yes
401,S1 out-of-sample 1HB,PPG,"Remove PPG with large MA, 0.5-5hz bandpass filter,","waveform segmentation, padding waves to the same length (1 HB)",0-1 normalization,yes,none,yes
401,S1 out-of-sample 5HB,PPG,"Remove PPG with large MA, 0.5-5hz bandpass filter,","waveform segmentation, padding waves to the same length (5 HB)",0-1 normalization,yes,none,yes
401,S1 out-of-sample 15HB,PPG,"Remove PPG with large MA, 0.5-5hz bandpass filter,","waveform segmentation, padding waves to the same length (15 HB)",0-1 normalization,yes,none,yes
401,S1 in-sample 1HB,PPG,"Remove PPG with large MA, 0.5-5hz bandpass filter,","waveform segmentation, padding waves to the same length (1 HB)",0-1 normalization,yes,none,yes
401,S1 out-of-sample 30HB s20,PPG,"Remove PPG with large MA, 0.5-5hz bandpass filter,","waveform segmentation, padding waves to the same length (30 HB)",0-1 normalization,yes,none,yes
401,S1 out-of-sample 30HB s40,PPG,"Remove PPG with large MA, 0.5-5hz bandpass filter,","waveform segmentation, padding waves to the same length (30 HB)",0-1 normalization,yes,none,yes
401,S1 out-of-sample 30HB s60,PPG,"Remove PPG with large MA, 0.5-5hz bandpass filter,","waveform segmentation, padding waves to the same length (30 HB)",0-1 normalization,yes,none,yes
401,S1 in-sample 30HB s20,PPG,"Remove PPG with large MA, 0.5-5hz bandpass filter,","waveform segmentation, padding waves to the same length (30 HB)",0-1 normalization,yes,none,yes
