Study ID,Experiment,Modality,Normalization,Segmentation,Noise removal
147,Sternum Vertical Walk,SCG,"normalised, no further details",1-second windows centered on each detected heartbeat peak,"Savitzky-Golay filter for low frequency noise, sixth-order Butterworth lowpass filter for high-frequency noise, common average referencing (CAR), data smoothing via interpolation with spline cubic curves at 750Hz"
189,NN-FF 2,EDA,"normalised, no further details",3 second intervals,noise removal and reducing the dimensionality of the signal
189,NN-FF 3,EDA,"normalised, no further details",3 second intervals,noise removal and reducing the dimensionality of the signal
189,NN-FF best score,EDA,"normalised, no further details",3 second intervals,noise removal and reducing the dimensionality of the signal
189,NN-FF intraday,EDA,"normalised, no further details",3 second intervals,noise removal and reducing the dimensionality of the signal
205,ECG,ECG,not described,2s windows,bandpass filter (0.67-45 Hz)
205,PPG,PPG,not described,2s windows,bandpass filter (0.67-45 Hz)
253,NA,ECG,not described,"segmentation into heartbeats, start and finish at R peak","2-order Butterworth band-pass filter (2-40 Hz). Removal of initial and final half second of trace, reducing the trace length to 9 seconds"
266,15 15 20 15,PPG,z-score normalization,not described,band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
266,15 15 30 15,PPG,z-score normalization,not described,band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
266,15 15 40 15,PPG,z-score normalization,not described,band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
266,15 15 50 15,PPG,z-score normalization,not described,band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
266,30 15 20 15,PPG,z-score normalization,not described,band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
266,30 15 30 15,PPG,z-score normalization,not described,band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
266,30 15 40 15,PPG,z-score normalization,not described,band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
266,30 15 50 15,PPG,z-score normalization,not described,band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
266,30 32 20 15,PPG,z-score normalization,not described,band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
266,30 32 30 32,PPG,z-score normalization,not described,band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
266,30 32 40 32,PPG,z-score normalization,not described,band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
266,30 32 50 32,PPG,z-score normalization,not described,band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
278,S1 idle - S1 touchpad ECG,ECG,z-normalization,"R-peaks detection (modified Engelse-Zeelenberg algorithm, fixed window of 600 ms (−200 ms to +400 ms) around each R-peak","median filters (200 and 600 ms windows), low-pass finite impulse response filter of order 300 with a flat-top window, for removing powerline interference noise and high frequency components EMG noise. Cutoff frequencies 20 and 40 Hz tested, outlier removal"
278,S1 idle - S1 touchpad PPG,PPG,z-normalization,fixed window of 500ms (−100ms to +400ms) around each systolic peak,"band-pass Butterworth filter (order 4, 1-8 Hz), outlier removal"
278,S1 idle - S1 typing 2 ECG,ECG,z-normalization,"R-peaks detection (modified Engelse-Zeelenberg algorithm, fixed window of 600 ms (−200 ms to +400 ms) around each R-peak","median filters (200 and 600 ms windows), low-pass finite impulse response filter of order 300 with a flat-top window, for removing powerline interference noise and high frequency components EMG noise. Cutoff frequencies 20 and 40 Hz tested, outlier removal"
278,S1 idle - S1 typing 2 PPG,PPG,z-normalization,fixed window of 500ms (−100ms to +400ms) around each systolic peak,"band-pass Butterworth filter (order 4, 1-8 Hz), outlier removal"
278,S1 idle - S1 typing1 ECG,ECG,z-normalization,"R-peaks detection (modified Engelse-Zeelenberg algorithm, fixed window of 600 ms (−200 ms to +400 ms) around each R-peak","median filters (200 and 600 ms windows), low-pass finite impulse response filter of order 300 with a flat-top window, for removing powerline interference noise and high frequency components EMG noise. Cutoff frequencies 20 and 40 Hz tested, outlier removal"
278,S1 idle - S1 typing1 PPG,PPG,z-normalization,fixed window of 500ms (−100ms to +400ms) around each systolic peak,"band-pass Butterworth filter (order 4, 1-8 Hz), outlier removal"
278,S1 idle - S2 idle ECG,ECG,z-normalization,"R-peaks detection (modified Engelse-Zeelenberg algorithm, fixed window of 600 ms (−200 ms to +400 ms) around each R-peak","median filters (200 and 600 ms windows), low-pass finite impulse response filter of order 300 with a flat-top window, for removing powerline interference noise and high frequency components EMG noise. Cutoff frequencies 20 and 40 Hz tested, outlier removal"
278,S1 idle - S2 idle PPG,PPG,z-normalization,fixed window of 500ms (−100ms to +400ms) around each systolic peak,"band-pass Butterworth filter (order 4, 1-8 Hz), outlier removal"
28,NA,PPG,batch normalization in source data set,none,none
298,CEEMDAN + FastICA 12s,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2, complete ensemble EMD with adaptive noise (CEEMDAN), Fast Independent component analysis (ICA) with 10 runs"
298,CEEMDAN + FastICA 24s,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2, complete ensemble EMD with adaptive noise (CEEMDAN), Fast Independent component analysis (ICA) with 10 runs"
298,VMD+FastICA 12s,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2, variational mode decomposition (VMD), Fast Independent component analysis (ICA) with 10 runs"
298,VMD+FastICA 24s,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2, variational mode decomposition (VMD), Fast Independent component analysis (ICA) with 10 runs"
298,far-wrist  no MA removal,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,far-wrist MA removal,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,near-wrist  no MA removal,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,near-wrist MA removal,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,static 1min,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,static 25hz,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Downsampling to 25 Hz, Noise Reduction using Filtering, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,static 2h,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,static 3h,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,static 4 windows,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,static 5min,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,static 6 windows,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,static GBT,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,static NN,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,static SVM,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Butterworth bandpass filter (0.5−6 Hz) order 2"
298,static adaptive 3h,PPG,no,segmentation into sections 2s longer than complete cardiac cycle,"Noise Reduction using Filtering, Motion artefact detection, classification and filtering via special moving average filter, Butterworth bandpass filter (0.5−6 Hz) order 2"
305,LR 120 EDA,EDA,no,dividing the data into 50% overlapping segments (120s feature window),SVM trained to remove artifacts in EDA (5% detection error)
305,LR 120 EDA-HRV,"EDA, PPG",no,dividing the data into 50% overlapping segments (120s feature window),"SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines."
305,LR 120 HRV,PPG,no,dividing the data into 50% overlapping segments (120s feature window),Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.
305,LR 30 EDA,EDA,no,dividing the data into 50% overlapping segments (30s feature window),SVM trained to remove artifacts in EDA (5% detection error)
305,LR 30 EDA-HRV,"EDA, PPG",no,dividing the data into 50% overlapping segments (30s feature window),"SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines."
305,LR 30 HRV,PPG,no,dividing the data into 50% overlapping segments (30s feature window),Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.
305,LR 60 EDA,EDA,no,dividing the data into 50% overlapping segments (60s feature window),SVM trained to remove artifacts in EDA (5% detection error)
305,LR 60 EDA-HRV,"EDA, PPG",no,dividing the data into 50% overlapping segments (60s feature window),"SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines."
305,LR 60 HRV,PPG,no,dividing the data into 50% overlapping segments (60s feature window),Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.
305,MLP 120 EDA,EDA,no,dividing the data into 50% overlapping segments (120s feature window),SVM trained to remove artifacts in EDA (5% detection error)
305,MLP 120 EDA-HRV,"EDA, PPG",no,dividing the data into 50% overlapping segments (120s feature window),"SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines."
305,MLP 120 HRV,PPG,no,dividing the data into 50% overlapping segments (120s feature window),Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.
305,MLP 30 EDA,EDA,no,dividing the data into 50% overlapping segments (30s feature window),SVM trained to remove artifacts in EDA (5% detection error)
305,MLP 30 EDA-HRV,"EDA, PPG",no,dividing the data into 50% overlapping segments (30s feature window),"SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines."
305,MLP 30 HRV,PPG,no,dividing the data into 50% overlapping segments (30s feature window),Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.
305,MLP 60 EDA,EDA,no,dividing the data into 50% overlapping segments (60s feature window),SVM trained to remove artifacts in EDA (5% detection error)
305,MLP 60 EDA-HRV,"EDA, PPG",no,dividing the data into 50% overlapping segments (60s feature window),"SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines."
305,MLP 60 HRV,PPG,no,dividing the data into 50% overlapping segments (60s feature window),Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.
305,RF 120 EDA,EDA,no,dividing the data into 50% overlapping segments (120s feature window),SVM trained to remove artifacts in EDA (5% detection error)
305,RF 120 EDA-HRV,"EDA, PPG",no,dividing the data into 50% overlapping segments (120s feature window),"SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines."
305,RF 120 HRV,PPG,no,dividing the data into 50% overlapping segments (120s feature window),Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.
305,RF 30 EDA,EDA,no,dividing the data into 50% overlapping segments (30s feature window),SVM trained to remove artifacts in EDA (5% detection error)
305,RF 30 EDA-HRV,"EDA, PPG",no,dividing the data into 50% overlapping segments (30s feature window),"SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines."
305,RF 30 HRV,PPG,no,dividing the data into 50% overlapping segments (30s feature window),Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.
305,RF 60 EDA,EDA,no,dividing the data into 50% overlapping segments (60s feature window),SVM trained to remove artifacts in EDA (5% detection error)
305,RF 60 EDA-HRV,"EDA, PPG",no,dividing the data into 50% overlapping segments (60s feature window),"SVM trained to remove artifacts in EDA (5% detection error), HRV: Removal of points that deviate more than 20% from local average. Interpolation with cubic splines."
305,RF 60 HRV,PPG,no,dividing the data into 50% overlapping segments (60s feature window),Removal of points that deviate more than 20% from local average. Interpolation with cubic splines.
330,Apple watch DT:ACC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch DT:MFCC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch DT:QRS,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch KNN:ACC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch KNN:MFCC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch KNN:QRS,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch LDA:ACC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch LDA:MFCC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch LDA:QRS,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch LR:ACC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch LR:MFCC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch LR:QRS,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch RBF-SVM:ACC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch RBF-SVM:MFCC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch RBF-SVM:QRS,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch RF:ACC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch RF:MFCC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch RF:QRS,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch SVM:ACC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch SVM:MFCC,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
330,Apple watch SVM:QRS,ECG,no,"segmentation based on R peaks and Q-Wave onset into 1,374 cardiac cycles","FIR bandpass filter (5 Hz-25 Hz), signal marker identification (such as R Peaks and Q-Wave Onsets)"
36,Hexoskin E30 DT,ECG,not described,4‐s time windows and a 1‐s delay between windows,"Downsampled to 200 Hz. third order band‐pass filter (0.5-45 Hz), mean filter for signal smoothing."
36,Hexoskin E30 NB,ECG,not described,4‐s time windows and a 1‐s delay between windows,"Downsampled to 200 Hz. third order band‐pass filter (0.5-45 Hz), mean filter for signal smoothing."
36,Hexoskin E40 DT,ECG,not described,4‐s time windows and a 1‐s delay between windows,"Downsampled to 200 Hz. third order band‐pass filter (0.5-45 Hz), mean filter for signal smoothing."
36,Hexoskin E40 NB,ECG,not described,4‐s time windows and a 1‐s delay between windows,"Downsampled to 200 Hz. third order band‐pass filter (0.5-45 Hz), mean filter for signal smoothing."
36,Hexoskin E50 DT,ECG,not described,4‐s time windows and a 1‐s delay between windows,"Downsampled to 200 Hz. third order band‐pass filter (0.5-45 Hz), mean filter for signal smoothing."
36,Hexoskin E50 NB,ECG,not described,4‐s time windows and a 1‐s delay between windows,"Downsampled to 200 Hz. third order band‐pass filter (0.5-45 Hz), mean filter for signal smoothing."
36,Hexoskin M30 DT,ECG,not described,4‐s time windows and a 1‐s delay between windows,"Downsampled to 200 Hz. third order band‐pass filter (0.5-45 Hz), mean filter for signal smoothing."
36,Hexoskin M30 NB,ECG,not described,4‐s time windows and a 1‐s delay between windows,"Downsampled to 200 Hz. third order band‐pass filter (0.5-45 Hz), mean filter for signal smoothing."
36,Hexoskin M40 DT,ECG,not described,4‐s time windows and a 1‐s delay between windows,"Downsampled to 200 Hz. third order band‐pass filter (0.5-45 Hz), mean filter for signal smoothing."
36,Hexoskin M40 NB,ECG,not described,4‐s time windows and a 1‐s delay between windows,"Downsampled to 200 Hz. third order band‐pass filter (0.5-45 Hz), mean filter for signal smoothing."
36,Hexoskin M50 DT,ECG,not described,4‐s time windows and a 1‐s delay between windows,"Downsampled to 200 Hz. third order band‐pass filter (0.5-45 Hz), mean filter for signal smoothing."
36,Hexoskin M50 NB,ECG,not described,4‐s time windows and a 1‐s delay between windows,"Downsampled to 200 Hz. third order band‐pass filter (0.5-45 Hz), mean filter for signal smoothing."
374,374.0.1,PPG,z-score normalization,segmentation into 6s overlapping 8s windows (every 2s a new window starts),band-pass 4th order Butterworth filter (cut-off frequencies 0.1 – 18 Hz)
382,382.0.1 HR CNN,PPG,not described,time-synchronized 10-minute windows (720 heart rate windows for feature extraction) with 50% overlap,not described
382,382.0.1 HR CRNN,PPG,not described,time-synchronized 10-minute windows (720 heart rate windows for feature extraction) with 50% overlap,not described
382,382.0.1 HR RNN,PPG,not described,time-synchronized 10-minute windows (720 heart rate windows for feature extraction) with 50% overlap,not described
382,382.0.1 HRB CNN,"PPG, microphone",not described,time-synchronized 10-minute windows (720 heart rate windows for feature extraction) with 50% overlap,not described
382,382.0.1 HRB CRNN,"PPG, microphone",not described,time-synchronized 10-minute windows (720 heart rate windows for feature extraction) with 50% overlap,not described
382,382.0.1 HRB RNN,"PPG, microphone",not described,time-synchronized 10-minute windows (720 heart rate windows for feature extraction) with 50% overlap,not described
401,S1 in-sample 1HB,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (1 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 in-sample 30HB s20,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 in-sample 30HB s80,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 in-sample s80 30HB high-HR,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 in-sample s80 30HB low-HR,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 in-sample s80 30HB mid-HR,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 out-of-sample 15HB,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (15 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 out-of-sample 1HB,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (1 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 out-of-sample 30HB s20,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 out-of-sample 30HB s40,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 out-of-sample 30HB s60,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 out-of-sample 30HB s80,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 out-of-sample 5HB,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (5 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 out-of-sample s80 30HB high-HR,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 out-of-sample s80 30HB low-HR,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S1 out-of-sample s80 30HB mid-HR,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 in-sample s80 30HB high-high,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 in-sample s80 30HB high-low,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 in-sample s80 30HB high-mid,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 in-sample s80 30HB low-high,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 in-sample s80 30HB low-low,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 in-sample s80 30HB low-mid,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 in-sample s80 30HB mid-high,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 in-sample s80 30HB mid-low,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 in-sample s80 30HB mid-mid,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 out-of-sample s80 30HB high-high,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 out-of-sample s80 30HB high-low,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 out-of-sample s80 30HB high-mid,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 out-of-sample s80 30HB low-high,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 out-of-sample s80 30HB low-low,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 out-of-sample s80 30HB low-mid,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 out-of-sample s80 30HB mid-high,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 out-of-sample s80 30HB mid-low,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
401,S2 out-of-sample s80 30HB mid-mid,PPG,0-1 normalization,"waveform segmentation, padding waves to the same length (30 HB)","Remove PPG with large MA, 0.5-5hz bandpass filter,"
43,NA,ECG,serial FFT-based normalization / SFNE,single beats,FIR bandpass filter to remove baseline wander and environmental noises. (ii) time-sharing re-configurable “QRS” peak detection engine (PDE)
445,445.0.1 / A1,ECG,not mentioned,20 points segmented around the R-peaks,lowpass Butterworth filter (cut-off 30Hz); Fast Fourier Transform (FFT); inverse FFT to return ECG signal to the time domain
445,445.0.1 / A2,ECG,not mentioned,20 points segmented around the R-peaks,lowpass Butterworth filter (cut-off 30Hz); Fast Fourier Transform (FFT); inverse FFT to return ECG signal to the time domain
445,445.0.1 / A3,ECG,not mentioned,20 points segmented around the R-peaks,lowpass Butterworth filter (cut-off 30Hz); Fast Fourier Transform (FFT); inverse FFT to return ECG signal to the time domain
445,445.0.1 / B1,ECG,not mentioned,20 points segmented around the R-peaks,lowpass Butterworth filter (cut-off 30Hz); Fast Fourier Transform (FFT); inverse FFT to return ECG signal to the time domain
445,445.0.1 / B2,ECG,not mentioned,20 points segmented around the R-peaks,lowpass Butterworth filter (cut-off 30Hz); Fast Fourier Transform (FFT); inverse FFT to return ECG signal to the time domain
445,445.0.1 / C,ECG,not mentioned,20 points segmented around the R-peaks,lowpass Butterworth filter (cut-off 30Hz); Fast Fourier Transform (FFT); inverse FFT to return ECG signal to the time domain
447,DensNet201 1s Mel10,ECG,z-score normalisation,data were divided into 10-s time windows with a 1-s stride between each window,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter
447,DensNet201 1s Mel2,ECG,z-score normalisation,data were divided into 2-s time windows with a 1-s stride between each window,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter
